league,season,team,player,nation,pos,age,born,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10
FRA-Ligue 1,2023 - 2024,Strasbourg,Marvin Senaya,TOG,"DF,MF",22,2001,0.27699092,-0.35323563,-0.62691754,-0.06172916,0.046553094,-0.21979788,0.44581485,-0.3424213,-0.44825593,0.1776551
FRA-Ligue 1,2023 - 2024,Strasbourg,Thomas Delaine,FRA,"DF,MF",31,1992,0.21362731,-0.30701518,-0.5268834,0.029682431,0.022686366,0.023628624,0.207164,-0.34557226,-0.4528141,0.4729882
FRA-Ligue 1,2023 - 2024,Strasbourg,Ângelo,BRA,"FW,MF",18,2004,0.38218406,-0.24035294,-0.37580952,0.36814773,-0.0066696014,0.030960932,0.11454004,-0.51440793,-0.17116709,0.37358323
FRA-Ligue 1,2023 - 2024,Toulouse,Aron Dønnum,NOR,"FW,MF",25,1998,0.4183369,-0.32901707,-0.34200615,0.1268248,-0.10900834,0.03716148,0.025108803,-0.6364391,-0.46356773,0.2851515
FRA-Ligue 1,2023 - 2024,Toulouse,Christian Mawissa,FRA,DF,18,2005,-0.3509178,-0.19619036,-0.680418,0.33109784,0.22555123,-0.073015235,-0.193403,-0.33642474,-0.4721463,0.15774298
FRA-Ligue 1,2023 - 2024,Toulouse,Frank Magri,CMR,"FW,MF",23,1999,0.02197599,-0.30946848,-0.27111873,0.2290808,0.3007884,-0.13891506,0.03159361,-0.6622988,-0.24734764,0.38060316
FRA-Ligue 1,2023 - 2024,Toulouse,Gabriel Suazo,CHI,DF,25,1997,0.37846908,-0.28136778,-0.5935577,-0.15206361,-0.013426824,0.009026115,0.46665347,-0.38442087,-0.2278218,0.101260886
FRA-Ligue 1,2023 - 2024,Toulouse,Logan Costa,CPV,DF,22,2001,0.060017947,-0.2268395,-0.6753466,-0.15240516,0.30480316,0.16795428,-0.20902191,0.27691552,-0.46480432,-0.23857637
FRA-Ligue 1,2023 - 2024,Toulouse,Moussa Diarra,MLI,DF,22,2000,-0.01723089,-0.24708271,-0.6649167,0.2468705,0.2605966,0.001254908,-0.108912,-0.35249278,-0.26086122,0.024975728
FRA-Ligue 1,2023 - 2024,Toulouse,Niklas Schmidt,GER,MF,25,1998,0.3026838,0.095536165,-0.42877203,0.28571516,0.19636036,0.030221015,0.06848807,-0.35992983,-0.4268134,0.021158878
FRA-Ligue 1,2023 - 2024,Toulouse,Rasmus Nicolaisen,DEN,DF,26,1997,-0.0985255,-0.3514493,-0.7595643,-0.13435704,0.32399404,-0.113299154,-0.21383275,0.41285855,-0.46201846,-0.24983457
FRA-Ligue 1,2023 - 2024,Toulouse,Stijn Spierings,NED,MF,27,1996,0.3624705,-0.04790293,-0.6113645,0.14556658,0.3668276,0.13114777,0.19310251,-0.36864528,-0.49044138,-0.36144
FRA-Ligue 1,2023 - 2024,Toulouse,Thijs Dallinga,NED,FW,22,2000,-0.015620377,-0.34505695,0.096922755,-0.13605154,0.4198125,-0.15382153,-0.103869654,-0.63884306,-0.35330927,0.10559574
FRA-Ligue 1,2023 - 2024,Toulouse,Vincent Sierro,SUI,MF,27,1995,0.48857203,0.14209047,-0.3781706,-0.07354448,0.14282177,-0.33623007,-0.10113519,-0.3828588,-0.20604956,-0.2691878
FRA-Ligue 1,2023 - 2024,Toulouse,Yann Gboho,FRA,"MF,FW",22,2001,0.04061303,-0.20900212,-0.35391897,0.3229985,-0.061374933,-0.09567529,-0.031382028,-0.75124323,-0.22957438,0.32897794
GER-Bundesliga,2023 - 2024,Augsburg,Arne Engels,BEL,"MF,DF",19,2003,0.10385321,-0.18872735,-0.4771642,0.21062586,0.3273361,-0.15361525,-0.023833621,-0.5432972,-0.19059958,0.23695764
GER-Bundesliga,2023 - 2024,Augsburg,Arne Maier,GER,MF,24,1999,0.15136671,-0.013835505,-0.36917308,0.38170737,0.1815732,0.10748058,-0.09663476,-0.49734697,0.01422427,0.14602023
GER-Bundesliga,2023 - 2024,Augsburg,Elvis Rexhbeçaj,KVX,MF,25,1997,0.4247618,-0.2536444,-0.51969165,0.016199913,0.26068228,-0.24040115,-0.13000633,-0.57992405,-0.42077157,0.021382518
GER-Bundesliga,2023 - 2024,Augsburg,Ermedin Demirović,BIH,"FW,MF",25,1998,0.06797007,-0.43581256,0.08542358,-0.23063715,0.42781848,-0.18847278,-0.18560107,-0.6743575,0.14977485,-0.04185804
GER-Bundesliga,2023 - 2024,Augsburg,Jeffrey Gouweleeuw,NED,DF,32,1991,0.21694586,-0.1948782,-0.59044933,-0.09257804,0.23187986,-0.030847438,-0.14611967,0.16764982,-0.51582265,-0.030520633
GER-Bundesliga,2023 - 2024,Augsburg,Kevin Mbabu,SUI,DF,28,1995,0.43994284,-0.53255135,-0.56031054,0.0089133205,-0.012681326,-0.14556825,0.2064385,-0.35168964,-0.2889946,0.39512372
GER-Bundesliga,2023 - 2024,Augsburg,Kristijan Jakić,CRO,MF,26,1997,0.08308587,-0.03355505,-0.5898141,0.39081782,0.30452958,-0.17216858,-0.12775002,-0.5949643,-0.3231575,-0.04843422
GER-Bundesliga,2023 - 2024,Augsburg,Mads Pedersen,DEN,DF,26,1996,0.15844813,-0.29355097,-0.6614736,0.14630069,-0.019116405,-0.2055138,0.22626452,-0.41181085,-0.35088822,0.1912718
GER-Bundesliga,2023 - 2024,Augsburg,Phillip Tietz,GER,FW,26,1997,0.07735109,-0.5024663,-0.09669413,-0.117575414,0.47642085,-0.023921648,-0.0695472,-0.5759639,-0.22306456,0.29233578
GER-Bundesliga,2023 - 2024,Augsburg,Ruben Vargas,SUI,"MF,FW",24,1998,0.21481934,-0.36750296,-0.2396545,-0.050484452,0.19494113,0.050220244,0.045060158,-0.7082376,-0.0938889,0.22969738
GER-Bundesliga,2023 - 2024,Bayern Munich,Aleksandar Pavlovic,GER,MF,19,2004,-0.1653529,0.11635169,-0.5784171,0.19772884,0.30784464,0.14376533,-0.06434238,-0.46228287,-0.33241,-0.25092348
GER-Bundesliga,2023 - 2024,Bayern Munich,Alphonso Davies,CAN,DF,22,2000,-0.0665632,-0.30844906,-0.56094474,-0.05564017,-0.47098446,0.09804591,0.33248988,-0.3870958,-0.1115648,0.0993168
GER-Bundesliga,2023 - 2024,Bayern Munich,Dayot Upamecano,FRA,DF,24,1998,-0.035318244,0.06432742,-0.58662087,0.11100219,0.29347128,0.35214958,-0.09225629,0.11517733,-0.62869185,-0.45933935
GER-Bundesliga,2023 - 2024,Bayern Munich,Eric Dier,ENG,DF,29,1994,0.1398133,-0.22408111,-0.6337918,0.44783437,0.115624964,0.32275444,-0.24947762,0.07901195,-0.5815276,-0.40942156
GER-Bundesliga,2023 - 2024,Bayern Munich,Harry Kane,ENG,FW,30,1993,-0.5119488,0.14448062,0.50647455,-0.37915003,0.5595639,-0.1653615,-0.22531827,-0.57302415,0.05633643,0.08742431
GER-Bundesliga,2023 - 2024,Bayern Munich,Jamal Musiala,GER,"MF,FW",20,2003,-0.15061411,-0.09959158,0.032059602,0.18703143,-0.09228236,-0.09495866,0.38344422,-0.52426696,-0.15028562,0.1666466
GER-Bundesliga,2023 - 2024,Bayern Munich,Joshua Kimmich,GER,"MF,DF",28,1995,0.3237144,0.22089623,-0.54925245,-0.28910014,0.08297146,0.3976195,0.29504636,-0.20712781,-0.06635226,0.1908105
GER-Bundesliga,2023 - 2024,Bayern Munich,Kingsley Coman,FRA,FW,27,1996,0.034672983,-0.083268106,-0.22542794,0.31238455,-0.111220054,0.22052202,0.13252519,-0.5335744,-0.21544991,0.37915567
GER-Bundesliga,2023 - 2024,Bayern Munich,Konrad Laimer,AUT,"DF,MF",26,1997,0.3040249,-0.19048303,-0.46932292,-0.0075006923,0.042249236,0.23170504,0.4388179,-0.46844292,-0.398207,-0.073297694
GER-Bundesliga,2023 - 2024,Bayern Munich,Leon Goretzka,GER,MF,28,1995,0.014594688,0.06222373,-0.30273846,-0.14667422,0.19476168,0.1560812,0.19053507,-0.25339004,-0.0637953,-0.21466112
GER-Bundesliga,2023 - 2024,Bayern Munich,Leroy Sané,GER,FW,27,1996,0.15238738,-0.09465931,0.18727471,0.010129364,-0.13646266,0.42083743,0.22376916,-0.48476994,0.047479697,0.2669783
GER-Bundesliga,2023 - 2024,Bayern Munich,Mathys Tel,FRA,"FW,MF",18,2005,-0.24384986,-0.059075125,-0.07796654,0.4308552,0.026348954,0.030551998,0.048911836,-0.6591405,0.07450824,0.10639955
GER-Bundesliga,2023 - 2024,Bayern Munich,Matthijs de Ligt,NED,DF,23,1999,-0.075974666,-0.036097504,-0.5306508,0.30488455,0.1356184,0.13685994,-0.26924482,0.008160238,-0.56735766,-0.41894266
GER-Bundesliga,2023 - 2024,Bayern Munich,Noussair Mazraoui,MAR,DF,25,1997,0.23713325,-0.17518415,-0.5449109,0.25345746,0.10175297,0.38022208,0.18139572,-0.53990746,-0.29251868,-0.10473617
GER-Bundesliga,2023 - 2024,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",29,1993,-0.08730856,0.11974098,-0.504602,0.26177317,-0.02462366,0.16455902,0.08723686,-0.5155533,-0.47162837,0.2757141
GER-Bundesliga,2023 - 2024,Bayern Munich,Thomas Müller,GER,"MF,FW",33,1989,0.11743524,-0.08461152,-0.15458155,0.09708523,0.32826152,0.34495282,0.28134036,-0.4547236,0.10124573,0.32310256
GER-Bundesliga,2023 - 2024,Bochum,Bernardo,BRA,DF,28,1995,0.22553803,-0.5012417,-0.6576335,-0.2543642,0.36664858,-0.27582887,0.3241512,0.14323704,-0.40062842,-0.067124695
GER-Bundesliga,2023 - 2024,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",29,1994,0.28105694,-0.25420454,-0.2960399,0.24989942,0.2741267,0.08662523,0.14506622,-0.641949,-0.27143532,0.60994387
GER-Bundesliga,2023 - 2024,Bochum,Erhan Mašović,SRB,"DF,MF",24,1998,0.3896562,-0.45614308,-0.62441665,0.15884116,0.46412346,-0.19533081,0.15306422,-0.30827716,-0.5139482,-0.23449054
GER-Bundesliga,2023 - 2024,Bochum,Felix Passlack,GER,DF,25,1998,0.09755485,-0.11953323,-0.5966799,0.4869581,0.23757298,-0.14623322,-0.11483475,-0.61238754,-0.0693728,0.33882236
GER-Bundesliga,2023 - 2024,Bochum,Keven Schlotterbeck,GER,DF,26,1997,-0.20390882,-0.32163715,-0.6406742,0.057523195,0.3904827,-0.2314116,-0.2146253,0.07607234,-0.30335903,-0.021274418
GER-Bundesliga,2023 - 2024,Bochum,Kevin Stöger,AUT,MF,29,1993,0.57654095,0.27865782,-0.21419603,-0.32749268,0.05367714,-0.045180418,0.06397645,-0.29982212,0.2424466,0.16511416
GER-Bundesliga,2023 - 2024,Bochum,Matúš Bero,SVK,"MF,FW",27,1995,0.42551863,-0.4447663,-0.34713572,0.08368193,0.5528285,0.035789125,0.09833143,-0.6317062,-0.43390128,0.1634918
GER-Bundesliga,2023 - 2024,Bochum,Maximilian Wittek,GER,"DF,FW",27,1995,0.19427946,0.0061213654,-0.50634646,0.3738324,0.25379214,-0.21668866,-0.049263243,-0.6133152,-0.19606736,0.49097723
GER-Bundesliga,2023 - 2024,Bochum,Moritz Broschinski,GER,FW,22,2000,0.28141364,-0.5095849,-0.21273871,0.30963504,0.36119857,0.01867164,-0.13754813,-0.6464603,-0.15404227,0.33801624
GER-Bundesliga,2023 - 2024,Bochum,Patrick Osterhage,GER,MF,23,2000,0.12790911,-0.34940374,-0.5699106,0.03308745,0.21350512,-0.16265756,0.027986087,-0.5136755,-0.39533374,0.001260441
GER-Bundesliga,2023 - 2024,Bochum,Philipp Hofmann,GER,FW,30,1993,0.13955154,-0.4641151,-0.09650876,0.3099341,0.3840448,0.025979185,-0.15217377,-0.4173833,-0.32605192,0.331828
GER-Bundesliga,2023 - 2024,Bochum,Takuma Asano,JPN,"FW,MF",28,1994,0.20075332,-0.41675302,-0.054313324,-0.026688319,0.35153562,0.055696055,0.112579055,-0.7881051,-0.4808138,0.34383726
GER-Bundesliga,2023 - 2024,Darmstadt 98,Christoph Klarer,AUT,DF,23,2000,-0.18911436,-0.33791688,-0.6697791,0.06608362,0.2815268,-0.11516279,-0.25830802,0.051409338,-0.33860767,-0.33602896
GER-Bundesliga,2023 - 2024,Darmstadt 98,Emir Karic,BIH,DF,26,1997,0.3482418,-0.26277414,-0.67439467,0.073068656,-0.026165636,0.009974583,0.19525293,-0.30123076,-0.514965,0.15700915
GER-Bundesliga,2023 - 2024,Darmstadt 98,Fabian Holland,GER,"MF,DF",33,1990,0.39581668,-0.18849571,-0.6687174,0.14970182,0.24563831,0.029223768,0.13618353,-0.4599121,-0.33015585,-0.06924118
GER-Bundesliga,2023 - 2024,Darmstadt 98,Fabian Nürnberger,BUL,"DF,MF",24,1999,0.24941298,-0.07650005,-0.61585844,0.20553689,-0.0050392468,0.050548907,0.12972455,-0.46298862,-0.37523985,0.32420328
GER-Bundesliga,2023 - 2024,Darmstadt 98,Julian Justvan,GER,"MF,FW",25,1998,0.17691036,0.08336064,-0.48781946,0.3806055,0.16483764,0.020113066,-0.08666032,-0.67541784,-0.17475656,0.39407998
GER-Bundesliga,2023 - 2024,Darmstadt 98,Klaus Gjasula,ALB,"DF,MF",33,1989,0.34391406,-0.30377153,-0.6263796,0.29947755,0.4408468,0.04962873,-0.046426225,-0.26846734,-0.5811752,-0.33515182
GER-Bundesliga,2023 - 2024,Darmstadt 98,Luca Pfeiffer,GER,"FW,MF",26,1996,0.36261624,-0.5211041,-0.09266469,0.29560423,0.40213534,0.23826732,-0.08934731,-0.51274824,-0.23614152,0.14733678
GER-Bundesliga,2023 - 2024,Darmstadt 98,Marvin Mehlem,GER,MF,25,1997,0.09004901,-0.25453404,-0.35535738,0.1662226,0.39216834,0.07387881,0.15503345,-0.7102531,-0.35333243,0.05476558
GER-Bundesliga,2023 - 2024,Darmstadt 98,Matej Maglica,CRO,DF,24,1998,0.14494814,-0.22969176,-0.7321506,0.08127696,0.57983637,0.092097946,-0.1540571,-0.11164271,-0.4505554,0.0112551255
GER-Bundesliga,2023 - 2024,Darmstadt 98,Mathias Honsak,AUT,"FW,MF",26,1996,0.28656104,-0.390613,-0.32771873,0.33238542,0.32413366,0.09197063,-0.077259295,-0.651646,-0.42105642,0.18871625
GER-Bundesliga,2023 - 2024,Darmstadt 98,Matthias Bader,GER,"DF,MF",26,1997,0.24061522,-0.18969676,-0.61355245,0.06708519,0.1270507,-0.13499798,0.22002071,-0.5026169,-0.30972382,0.17771393
GER-Bundesliga,2023 - 2024,Darmstadt 98,Oscar Vilhelmsson,SWE,"FW,MF",19,2003,0.07885768,-0.5004198,-0.26959664,0.31464988,0.5564888,-0.002472418,-0.048400115,-0.5973047,-0.34980652,0.5149726
GER-Bundesliga,2023 - 2024,Darmstadt 98,Tim Skarke,GER,"FW,DF",26,1996,-0.004257929,-0.1968428,-0.36245096,-0.20136413,-0.013601708,-0.28717062,-0.024988065,-0.5741076,-0.4373861,0.47978386
GER-Bundesliga,2023 - 2024,Dortmund,Donyell Malen,NED,"FW,MF",24,1999,-0.26268396,-0.06702004,0.01721598,0.05330396,0.09965926,-0.07181148,0.09979592,-0.7198291,-0.42889878,0.49169564
GER-Bundesliga,2023 - 2024,Dortmund,Emre Can,GER,"MF,DF",29,1994,0.48830244,-0.044621956,-0.52626467,0.032281563,0.18147305,-0.11933392,-0.026742838,-0.3431493,-0.3235162,-0.5925757
GER-Bundesliga,2023 - 2024,Dortmund,Felix Nmecha,GER,MF,22,2000,0.21282737,-0.24175936,-0.3701196,0.39681324,0.26469383,0.11142947,-0.06776575,-0.5242592,-0.3222766,-0.16586699
GER-Bundesliga,2023 - 2024,Dortmund,Ian Maatsen,NED,DF,21,2002,-0.09080213,0.00977114,-0.65446365,0.20507777,0.013327629,0.12401547,0.07691883,-0.5068565,-0.26839656,0.07162614
GER-Bundesliga,2023 - 2024,Dortmund,Jadon Sancho,ENG,"FW,MF",23,2000,-0.08219467,-0.033215366,-0.39059836,0.38575247,-0.16861193,0.14086984,-0.08658974,-0.58912694,-0.23567954,0.40904447
GER-Bundesliga,2023 - 2024,Dortmund,Jamie Gittens,ENG,"FW,MF",18,2004,0.30116466,-0.2537054,-0.1072672,0.40992334,-0.0833185,0.15764813,0.058432993,-0.68548363,-0.13195783,0.23667024
GER-Bundesliga,2023 - 2024,Dortmund,Julian Brandt,GER,"MF,FW",27,1996,0.048988808,0.008062843,-0.24209103,-0.11059012,0.04187742,0.2321864,0.053331092,-0.40203533,0.20728497,0.30863202
GER-Bundesliga,2023 - 2024,Dortmund,Julian Ryerson,NOR,DF,25,1997,-0.15896134,-0.11007955,-0.5238637,0.049145997,0.06144574,-0.0507249,0.16234167,-0.4142805,-0.4332536,0.17576206
GER-Bundesliga,2023 - 2024,Dortmund,Karim Adeyemi,GER,"FW,MF",21,2002,0.031509735,-0.24732386,-0.15496103,0.4693107,0.21288419,0.09770121,0.17370628,-0.6256671,-0.41384324,0.42234677
GER-Bundesliga,2023 - 2024,Dortmund,Marcel Sabitzer,AUT,MF,29,1994,0.23373576,-0.03350523,-0.3776377,-0.027364846,0.2342824,-0.057842918,0.01812346,-0.54454225,-0.21349274,-0.095201
GER-Bundesliga,2023 - 2024,Dortmund,Marco Reus,GER,"MF,FW",34,1989,-0.0049596545,-0.047009416,-0.12228291,0.18261054,0.43937925,0.28268442,0.25825408,-0.63961387,0.08832308,-0.018909771
GER-Bundesliga,2023 - 2024,Dortmund,Marius Wolf,GER,DF,28,1995,0.33144602,-0.262597,-0.5373858,0.2608353,0.10784299,0.21193555,0.0049977335,-0.4002941,-0.42971596,0.19880241
GER-Bundesliga,2023 - 2024,Dortmund,Niclas Füllkrug,GER,FW,30,1993,0.12843744,-0.26700914,0.060380384,-0.07235031,0.50863844,0.14017504,-0.29345146,-0.6587001,0.115599304,9.353645e-05
GER-Bundesliga,2023 - 2024,Dortmund,Nico Schlotterbeck,GER,DF,23,1999,-0.07978873,-0.016416147,-0.6184673,-0.35038406,0.3471151,0.23032007,0.12933294,0.61889285,-0.48501968,-0.35897076
GER-Bundesliga,2023 - 2024,Dortmund,Niklas Süle,GER,DF,27,1995,-0.06906367,-0.056903668,-0.7128909,0.13237076,0.21803352,0.21476999,-0.33258313,-0.015435208,-0.509489,-0.39664233
GER-Bundesliga,2023 - 2024,Dortmund,Salih Özcan,TUR,MF,25,1998,0.32730946,-0.2065953,-0.6416448,0.29125392,0.17731558,0.07457208,-0.05098524,-0.5003101,-0.55554146,-0.11218512
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",21,2002,-0.06748205,-0.46912882,-0.26747212,-0.11107404,0.24210276,-0.1696405,0.29045162,-0.5840848,-0.3605268,0.45343307
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Aurélio Buta,POR,"DF,MF",26,1997,0.21225213,-0.30474156,-0.68111104,-0.09502747,0.077470705,0.025624238,0.16029426,-0.6483428,-0.41162166,0.18430682
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Ellyes Skhiri,TUN,MF,28,1995,0.09774435,-0.25674626,-0.51194,0.00407112,0.24102858,-0.006082292,0.058557704,-0.35231823,-0.38036513,-0.28025252
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",20,2002,0.4044801,-0.13569379,-0.24465549,-0.047268312,0.31639004,0.121642254,0.14852652,-0.4451469,-0.23315942,0.5117783
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Hugo Larsson,SWE,MF,19,2004,-0.026294636,-0.1922086,-0.5954186,0.0022793205,0.3019566,0.019053472,-0.021803444,-0.49212167,-0.45745924,-0.07076907
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Junior Dina Ebimbe,CMR,"MF,DF",22,2000,0.06380014,-0.36272132,-0.17994958,-0.005966192,0.103555866,-0.09831358,0.24347845,-0.50561607,-0.31954172,0.08673915
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Mario Götze,GER,MF,31,1992,0.036348008,-0.053328123,-0.4682876,-0.10633957,0.27374092,0.051488884,0.33477545,-0.5076665,-0.40929812,0.095422484
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",22,2000,0.07930413,-0.12179572,-0.50982404,0.21436802,-0.0121117495,-0.29958573,0.27269205,-0.42247042,-0.20331563,0.23043837
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Omar Marmoush,EGY,"FW,MF",24,1999,0.09726142,-0.35048044,0.15513809,-0.054640274,0.06849284,-0.044643436,-0.017819906,-0.631505,-0.12703542,0.15729114
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Philipp Max,GER,DF,29,1993,0.08953543,0.0065119388,-0.6910239,0.25402334,0.08694876,0.12993325,0.054247063,-0.4206031,-0.26515096,0.29236138
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Robin Koch,GER,DF,27,1996,-0.081231214,-0.23801349,-0.6637662,-0.28653798,0.4315995,0.28331423,-0.25680688,0.30136093,-0.55278647,-0.43909824
GER-Bundesliga,2023 - 2024,Eint Frankfurt,Willian Pacho,ECU,DF,21,2001,0.09510933,-0.41893566,-0.7276231,-0.23236075,0.14797162,0.15775046,0.03637312,0.4419533,-0.2650775,-0.40422738
GER-Bundesliga,2023 - 2024,Freiburg,Christian Günter,GER,DF,30,1993,0.029046275,-0.06548692,-0.64910656,0.4391677,0.19067405,0.14267884,-0.100145146,-0.43845662,-0.19861342,0.39924023
GER-Bundesliga,2023 - 2024,Freiburg,Kiliann Sildillia,FRA,DF,21,2002,0.3522159,-0.42867324,-0.6430163,0.063195914,0.20785213,0.053120486,0.091476575,-0.23013282,-0.40369916,0.10837257
GER-Bundesliga,2023 - 2024,Freiburg,Lucas Höler,GER,"FW,MF",29,1994,0.18434775,-0.35434723,-0.08468418,-0.12761828,0.46389654,-0.07674962,-0.07630929,-0.5948366,-0.37370318,0.06954749
GER-Bundesliga,2023 - 2024,Freiburg,Lukas Kübler,GER,DF,30,1992,0.09993377,-0.30285445,-0.71985817,0.05946,0.41252005,-0.10244738,0.011693183,-0.30042577,-0.49220648,-0.07356885
GER-Bundesliga,2023 - 2024,Freiburg,Matthias Ginter,GER,DF,29,1994,0.14034277,-0.32305732,-0.5561175,0.06830873,0.439765,0.36719573,-0.047413252,0.06893426,-0.4706716,-0.14528778
GER-Bundesliga,2023 - 2024,Freiburg,Maximilian Eggestein,GER,MF,26,1996,0.33528817,-0.36116642,-0.45618296,-0.22530167,0.15716408,-0.034143407,0.10980123,-0.39889118,-0.4484389,-0.18393333
GER-Bundesliga,2023 - 2024,Freiburg,Merlin Röhl,GER,"MF,FW",21,2002,0.15195434,-0.40153524,-0.28024077,0.25121328,0.08509089,0.042854555,-0.011999084,-0.5335889,-0.15291092,0.033540405
GER-Bundesliga,2023 - 2024,Freiburg,Michael Gregoritsch,AUT,FW,29,1994,0.1618989,-0.399257,0.040126983,0.12836596,0.6256288,0.11036679,0.009163392,-0.61439276,-0.20470752,0.23164283
GER-Bundesliga,2023 - 2024,Freiburg,Nicolas Höfler,GER,MF,33,1990,0.15521722,-0.3385288,-0.6625502,0.026730781,0.17633116,-0.28816262,-0.0122481305,-0.38163298,-0.4075399,-0.45717052
GER-Bundesliga,2023 - 2024,Freiburg,Philipp Lienhart,AUT,DF,27,1996,-0.030000689,-0.023471968,-0.6547057,0.15114845,0.6551849,0.41997194,-0.11976322,-0.12681013,-0.606994,-0.0026950354
GER-Bundesliga,2023 - 2024,Freiburg,Ritsu Doan,JPN,"DF,MF",25,1998,-0.09275346,-0.29930222,-0.28780904,-0.04889928,0.10543366,-0.2745514,0.29454368,-0.57770795,-0.35475543,0.3429579
GER-Bundesliga,2023 - 2024,Freiburg,Roland Sallai,HUN,"MF,FW",26,1997,0.3545663,-0.35921845,-0.03309013,0.07265474,0.28800297,0.19804388,0.15574567,-0.5725263,-0.46457225,0.30025572
GER-Bundesliga,2023 - 2024,Freiburg,Vincenzo Grifo,ITA,"MF,FW",30,1993,0.581092,0.16751245,-0.07261569,-0.06416724,0.083770595,-0.042945717,-0.21196094,-0.38055623,0.15775752,0.0977679
GER-Bundesliga,2023 - 2024,Freiburg,Yannik Keitel,GER,"DF,MF",23,2000,-0.08623828,-0.21687889,-0.6550258,0.42593583,0.46747118,0.15705001,-0.2095416,-0.1894838,-0.5441082,-0.00046350757
GER-Bundesliga,2023 - 2024,Gladbach,Alassane Pléa,FRA,"FW,MF",30,1993,0.16313125,-0.14331697,-0.083490856,0.026259672,0.11943999,0.1092796,-0.053579394,-0.5321539,-0.20093456,0.2548204
GER-Bundesliga,2023 - 2024,Gladbach,Florian Neuhaus,GER,MF,26,1997,0.21842444,0.059001688,-0.20029621,0.31469476,0.23086995,0.056729496,-0.060988758,-0.58327556,-0.30978295,-0.04327565
GER-Bundesliga,2023 - 2024,Gladbach,Franck Honorat,FRA,"DF,FW",26,1996,0.309768,-0.13221818,-0.3891729,-0.18132798,-0.024455966,0.24216056,0.10777345,-0.39220408,0.14054629,0.66081023
GER-Bundesliga,2023 - 2024,Gladbach,Joe Scally,USA,DF,20,2002,0.12760192,-0.4154136,-0.70499545,-0.15021324,0.1463177,0.066823855,0.019987805,-0.42256832,-0.14298658,0.0064843525
GER-Bundesliga,2023 - 2024,Gladbach,Julian Weigl,GER,MF,27,1995,0.44053215,-0.14520895,-0.54593927,-0.09127309,0.29083386,-0.2376871,0.027400644,-0.28488123,-0.2572289,-0.63834417
GER-Bundesliga,2023 - 2024,Gladbach,Ko Itakura,JPN,"DF,MF",26,1997,-0.05042178,-0.228744,-0.6498727,0.16382994,0.3162277,-0.15017588,-0.21079226,-0.25350073,-0.47590813,-0.25812888
GER-Bundesliga,2023 - 2024,Gladbach,Luca Netz,GER,DF,20,2003,0.3516125,-0.43977234,-0.5211593,-0.042322826,0.07905736,0.113313034,0.15584026,-0.31554374,-0.22872661,0.13516404
GER-Bundesliga,2023 - 2024,Gladbach,Marvin Friedrich,GER,DF,27,1995,0.24986781,-0.49467027,-0.7308148,0.26229882,0.318166,0.1348527,-0.2335168,-0.14351317,-0.52268785,-0.15707803
GER-Bundesliga,2023 - 2024,Gladbach,Maximilian Wöber,AUT,DF,25,1998,-0.012049755,-0.22325858,-0.7079821,-0.05510362,0.40924853,0.09631112,0.08356895,0.10853357,-0.19510472,-0.12364492
GER-Bundesliga,2023 - 2024,Gladbach,Nico Elvedi,SUI,DF,26,1996,-0.108849354,-0.41809937,-0.6985081,-0.14389136,0.20244567,0.114558764,-0.23238416,0.12295902,-0.43019676,-0.36613473
GER-Bundesliga,2023 - 2024,Gladbach,Robin Hack,GER,"FW,MF",24,1998,-0.29883635,0.06868865,-0.24041216,0.20264745,0.11068981,-0.26349688,-0.006784402,-0.7326047,-0.16645585,0.41039634
GER-Bundesliga,2023 - 2024,Gladbach,Rocco Reitz,GER,MF,21,2002,-0.056591902,-0.25253674,-0.4443715,-0.15210415,0.31697413,-0.2975135,0.2697957,-0.51051915,-0.24911839,0.0021402568
GER-Bundesliga,2023 - 2024,Heidenheim,Adrian Beck,GER,"MF,FW",26,1997,0.19874017,-0.3691187,-0.33340892,0.43410993,0.2761005,0.0046128156,-0.030811984,-0.5628401,-0.4105773,0.010946946
GER-Bundesliga,2023 - 2024,Heidenheim,Benedikt Gimber,GER,DF,26,1997,0.119945645,-0.43630883,-0.63866353,0.27447402,0.33708644,-0.08169007,-0.16056274,0.02939451,-0.41419232,-0.18412516
GER-Bundesliga,2023 - 2024,Heidenheim,Eren Dinkçi,GER,"FW,MF",21,2001,-0.047079578,-0.40566885,-0.2853744,-0.2463974,0.08028882,-0.4191994,0.06271568,-0.5545577,-0.07653543,0.4172541
